"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.11723,-0.954016490450084,3.59898,5.288355,-0.996417718440838,2.670895,5.35469,-1.00329702318135,1.17669,5.40468,-1.0049154246876,1.12737,5.560885,-0.990024222491938,1.16014,5.72073,-0.943080766439923,1.159045,5.77977,-0.919356246246282,1.25135,5.89068,-0.869479621399984,1.27572,6.001565,-0.805854561652236,1.209575,6.00993,-0.800269549166235,1.167035,6.12077,-0.712857254059086,1.283795,6.14948,-0.684986251910804,1.04705,6.226525,-0.594838126163009,3.263275,6.29745,-0.495724537474854,1.20989,6.36606,-0.389232493301213,1.1627,6.430255,-0.28357364526714,1.2628,6.47113,-0.214738868110905,1.077505,6.56032,-0.027094637572142,1.17024,6.60331,0.0778778156482992,0.9375,6.660065,0.214106190547012,1.18198,6.690045,0.279677771303574,1.058705,6.692605,0.284955237742756,1.39345,6.6988,0.297483780492043,1.114045,6.73938,0.386235089288458,0.668559999999999,6.772305,0.461937170453966,1.14467,6.79542,0.51154936714641,1.077595,6.79879,0.518305446708679,1.0754,6.809945,0.539534183520846,1.071975,6.8352,0.586546647980575,1.23556,6.85198,0.619028208895182,1.09771,6.85712,0.628987710136558,0.556035000000001,6.867665,0.64923986182411,1.05146,6.8903,0.690848638576322,1.228075,6.910545,0.724228499769677,1.010505,6.92663,0.749395945359583,0.888380000000002,6.929185,0.753469595467109,0.987895000000002,6.936545,0.765250158088673,0.795945,6.95866,0.800282143203156,0.999919999999999,6.977735,0.828640423100193,1.163305,6.99371,0.849876631106613,0.807369999999999,7.004775,0.863352574789647,1.134675,7.07107,0.935031558431253,1.010735,7.075235,0.938999265979825,0.967044999999999,7.12167,0.978751071069422,1.04213,7.150715,0.999307796823541,0.854334999999999,7.179595,1.0163349580965,0.999635000000001,7.21482,1.02989177972595,1.08798,7.27606,1.03400048113005,0.900400000000001,7.32859,1.02453560925608,0.781870000000001,7.400095,1.0047355447325,0.973880000000001,7.45057,0.994039423355571,1.01693,7.46599,0.991429146702864,0.861660000000001,7.520145,0.975621506308751,1.13345,7.58558,0.946078567118128,1.051385,7.65163,0.909778522978859,1.058975,7.699745,0.882363848111046,1.012935,7.799295,0.833000513401205,0.806480000000001,7.83542,0.817902432727801,0.841640000000002,7.9432,0.766226514359437,0.704355,7.96087,0.757017064552774,1.089315,8.069185,0.697896443389948,0.68027,8.102055,0.679480637340136,0.945665000000002,8.210995,0.61910309551889,0.504885000000002,8.265185,0.589029093837129,0.980709999999998,8.32332,0.555693203611266,0.832339999999999,8.491005,0.452703378099735,0.70974,8.6171,0.367812898843578,0.65484,8.721385,0.292221457519136,0.932475,8.76719,0.256948995110944,0.439805,8.96591,0.0869939724395473,0.718240000000002,8.989005,0.0660053463756943,0.871324999999999,9.095345,-0.0321528142134222,0.77281,9.15492,-0.0874864725868442,0.922650000000001,9.35938,-0.276031676029811,0.898775000000001,9.504005,-0.416735497337298,0.428735,9.553545,-0.466175448659535,0.805054999999999,9.58599,-0.498785594087343,0.843859999999999,9.73927,-0.654057826515132,0.634930000000001,9.75218,-0.667147006054576,0.969339999999999,9.88291,-0.798747842410745,0.734829999999999,9.96785,-0.884186264445071,0.375125000000001,10.10427,-1.02385994140445,0.746320000000001,10.183375,-1.1059854663152,0.822710000000001,10.270605,-1.19729578241816,0.832014999999998,10.367005,-1.29889146887263,0.610340000000001,10.4827,-1.42128797819786,0.664770000000001,10.55317,-1.49605602248954,0.721415,10.65382,-1.60330045032362,0.534490000000002,10.67998,-1.63128495308005,0.73602,11.09311,-2.08268578167255,0.737079999999999,"JuliusRandle"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.034055,-1.47369564794476,0.353280000000002,5.18507,-1.46639329344134,0.525480000000002,5.206395,-1.4642599369545,0.265274999999999,5.281005,-1.45467228744065,0.1813,5.310695,-1.44994330513538,0.268795000000001,5.37723,-1.4374708142808,0.2377,5.53742,-1.39662154872322,0.20712,5.63901,-1.36268939738372,0.535125000000001,5.67818,-1.34793430239642,0.300270000000001,5.69145,-1.34272405324697,0.52974,5.74678,-1.31984394468041,0.582039999999999,5.77848,-1.30591835418359,0.196490000000001,5.86039,-1.26774449170711,0.354295,5.992015,-1.19856206774819,0.201975000000001,6.01711,-1.18408332837534,0.217044999999999,6.05975,-1.15841775179131,0.546019999999999,6.09211,-1.13799599023825,0.0552500000000009,6.167365,-1.08589410671541,0.0842099999999988,6.222385,-1.04345496627958,0.22626,6.26953,-1.00499791417385,0.230499999999999,6.322815,-0.960034408377081,0.186415,6.41719,-0.879194640378639,0.553159999999998,6.42291,-0.874332823586514,0.0977299999999985,6.477375,-0.825151838571453,0.240974999999999,6.538415,-0.765412616713981,0.197610000000001,6.5516,-0.752232774806911,0.2454,6.58613,-0.717772134673868,0.00501500000000021,6.65428,-0.652350054811585,0.101590000000002,6.65913,-0.64793580542286,0.279599999999999,6.67433,-0.63380796847674,0.288699999999999,6.700405,-0.608188417197993,0.232309999999998,6.77199,-0.533706382249699,0.16028,6.80493,-0.500149894334064,0.00433999999999912,6.834325,-0.472091828330275,0.268529999999998,6.848265,-0.459398908223896,0.258140000000001,6.88646,-0.422319750550123,-0.0162499999999994,6.956015,-0.352377279971939,0.0871050000000011,6.97743,-0.332132818574825,-0.100915000000001,7.00965,-0.304441458178245,0.275745000000001,7.01731,-0.298490092132407,0.224930000000001,7.04617,-0.276693155546816,0.197179999999999,7.09918,-0.238024940196537,-0.174595,7.13211,-0.21566641294896,0.0764099999999992,7.17018,-0.192200114614338,-0.100114999999999,7.171945,-0.191186260012037,-0.209485000000001,7.18332,-0.184789845187919,-0.0558799999999984,7.23254,-0.159542523545956,0.256959999999999,7.28181,-0.137601177378447,-0.0418500000000002,7.30427,-0.128477719914814,-0.250489999999999,7.31098,-0.125840880148855,0.0565399999999983,7.32232,-0.121467790122758,-0.0331900000000012,7.36616,-0.105731293678238,-0.0934099999999987,7.39042,-0.0979428642167457,0.00366,7.4051,-0.0935814754148176,0.16339,7.454115,-0.0811316909653265,-0.0774900000000009,7.47296,-0.0772844862505167,0.0359499999999997,7.49202,-0.073970750902414,0.146920000000001,7.531335,-0.069037977381243,0.191355000000001,7.57288,-0.0663936995182847,0.204039999999999,7.61375,-0.0660748972578004,-0.355090000000001,7.68899,-0.0704250006449335,-0.101939999999999,7.71608,-0.0732745245234281,0.0647950000000002,7.762735,-0.0803929931140764,-0.196204999999999,7.83746,-0.0990959013142185,0.014759999999999,7.873,-0.11047790468974,-0.223690000000001,7.93093,-0.131452408964522,-0.0455299999999994,7.98787,-0.153898627330103,-0.187670000000001,8.03405,-0.172581724589698,0.10032,8.053495,-0.18077761008282,-0.16685,8.116485,-0.211410382066003,-0.18684,8.180475,-0.247218490487882,-0.042465,8.25797,-0.293707290558446,-0.0725599999999993,8.31988,-0.330796749865363,-0.0478349999999992,8.36764,-0.358773554062529,-0.0197000000000003,8.52303,-0.461851200822988,0.0352999999999994,8.61046,-0.526485615528476,-0.14451,8.72371,-0.614655549862548,-0.192119999999999,8.88378,-0.742653600658576,-0.197150000000001,8.98896,-0.825443778064632,-0.0603100000000012,9.059845,-0.880315139018309,-0.0867649999999998,9.191045,-0.985438914311432,0.0432300000000012,9.30652,-1.08113593629943,0.00171999999999883,9.33984333333333,-1.10917276312668,0.20035,9.4348,-1.18981839767403,-0.0541349999999987,9.54547,-1.28470172393822,-0.142790000000002,9.6149,-1.34465034047797,0.0960299999999989,9.76054,-1.47226401674888,0.00551499999999905,9.90465,-1.60124996798293,-0.130224999999999,9.96145,-1.65289106774672,-0.246189999999999,10.28837,-1.95995271007613,0.156610000000001,"KawhiLeonard"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
4.687655,-0.950345771456046,0.574594999999999,4.85821,-0.881766010738772,0.618819999999999,4.87906,-0.8720405446059,0.758659999999999,4.87906,-0.8720405446059,0.758659999999999,4.8816,-0.870835583617055,-0.650545000000001,4.940505,-0.841656674125125,0.68638,4.97158,-0.825290453020284,0.60295,5.004945,-0.806954875770713,0.579440000000002,5.145215,-0.721526518898387,0.582625,5.15972,-0.711949146224331,0.445055,5.19629,-0.687205875747192,0.607013333333299,5.212405,-0.676034650591631,0.664774999999999,5.232355,-0.661916775811669,0.597725000000001,5.26567,-0.637542194858071,0.568885000000002,5.26865,-0.635315692715344,0.51793,5.39809,-0.53243507831083,0.54805,5.45696,-0.482515697041893,0.528395,5.47814,-0.464219965555098,0.562999999999999,5.480135,-0.46246750018948,0.56362,5.51455,-0.428906714544331,0.501605000000001,5.53319,-0.409002668287615,-0.608174999999999,5.536795,-0.405088393681226,0.544854999999998,5.608445,-0.33131448588078,0.640205000000002,5.61482,-0.325546724628978,-0.624165000000001,5.646425,-0.29423768473233,0.440619999999999,5.682885,-0.25510010009941,-0.582284999999999,5.70271,-0.233838308284942,0.645205000000001,5.704285,-0.232177114041843,0.473009999999999,5.71683666666667,-0.219170087935481,0.505383333333299,5.770275,-0.17010493103236,0.508524999999999,5.79484,-0.14809836611768,0.423349999999999,5.816505,-0.128811887232361,0.517469999999999,5.83332,-0.114321528064038,0.546325,5.85974,-0.0931252841251253,0.452549999999999,5.902565,-0.0642407035137453,0.497959999999999,5.921815,-0.0522396423372662,0.560005,5.945425,-0.0382482372303955,-0.546115,5.96334,-0.0283391949924057,0.313324999999999,5.97151,-0.024063314272289,0.443515000000001,5.98982,-0.0151155966419172,0.597580000000001,6.02782,-0.000265748663960853,0.478145000000001,6.033105,0.00124923951391372,0.492674999999998,6.05455,0.00624336639596408,0.434329999999999,6.08108,0.0106375506781141,-0.640725,6.12518,0.0168609355600668,0.4376,6.149165,0.0207436399707047,0.569614999999999,6.159155,0.0219960436492647,-0.528905000000002,6.169315,0.0230408633872571,0.505064999999998,6.18059,0.0239578520968326,0.467915000000001,6.24447333333333,0.0258311258897628,0.478193333333301,6.253185,0.0258425775977273,0.460525000000001,6.28801,0.0258814128913889,-0.492584999999998,6.295235,0.0258435430444322,0.522269999999999,6.32641,0.0249357919259023,0.475719999999999,6.363435,0.0224438553072748,0.290109999999999,6.37527,0.0213614959453423,0.492989999999999,6.42767,0.0151851985909578,0.54542,6.44656,0.0124081303385056,-0.611875000000001,6.45727,0.010663941606166,0.595334999999999,6.50618333333333,0.00123816772240194,0.490873333333301,6.532995,-0.00486745937491827,0.583935,6.535515,-0.00547295072265757,0.360565000000001,6.54017,-0.00660521912489035,0.512815,6.590095,-0.0207487636760446,0.471615,6.63449,-0.0358143969201683,-0.586545000000001,6.652145,-0.0422359215084871,0.647570000000002,6.656215,-0.0437404708948085,0.589780000000001,6.73377666666667,-0.0730133682055046,0.513200000000001,6.7919,-0.0962518333875481,0.585830000000001,6.83715,-0.116235590807831,0.541350000000001,6.88763,-0.140121784972195,0.49438,6.957575,-0.175314900690781,-0.696365,7.0139,-0.204812933631591,0.416855000000002,7.048655,-0.223281595233492,0.628824999999999,7.10954666666667,-0.256887400343827,0.540756666666699,7.257695,-0.346749494402303,0.556380000000001,7.357625,-0.41193252330865,0.513024999999999,7.425095,-0.457132659276297,-0.688075000000001,7.617335,-0.58669211565576,-0.709589999999999,7.644365,-0.604757441731992,0.410489999999999,7.69057,-0.636103934029781,0.710075,7.719595,-0.656074486772321,0.672284999999999,8.00283,-0.859265814421561,0.533684999999998,8.06077,-0.901996522608801,0.522285,8.30221,-1.08032947894378,0.488695,8.44851,-1.1881834239741,0.514420000000001,8.683135,-1.36395042024073,0.449925,8.740525,-1.407475414282,0.534904999999998,9.03986,-1.63794228426834,0.434080000000002,9.413995,-1.93431445022446,0.426100000000002,"KembaWalker"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.29563,-0.783126582461357,1.284255,5.449345,-0.804592851426152,1.11307,5.597145,-0.808802642521087,1.21656,5.636995,-0.807455098593973,0.849305000000001,5.664905,-0.805927281360863,1.326275,5.68644,-0.804429831693479,1.16501,5.79112,-0.794294461173329,1.242895,5.961915,-0.763994967925394,1.094705,6.11744,-0.714229557741837,1.299395,6.16087,-0.69548674443085,1.23542,6.19615,-0.678485853182446,0.85427,6.197685,-0.677710879917328,1.112815,6.34632,-0.607133613418432,1.055735,6.4182,-0.569795362395016,1.01652,6.50277,-0.515873739747035,1.145595,6.55341,-0.475845771033431,0.882285,6.60095,-0.431446303904194,0.749110000000002,6.755355,-0.215073567016789,0.874285,6.764665,-0.199166157467219,0.984950000000001,6.80282,-0.132014506868795,0.697179999999999,6.83622,-0.0714084724983552,0.889230000000001,6.961865,0.156293640164292,0.955484999999999,7.00095,0.222254394396948,0.701049999999999,7.017995,0.252681880814153,0.731565,7.02436333333333,0.264615527087174,0.488710000000001,7.062145,0.33841129334249,0.785385000000002,7.08848,0.389001941906037,0.408584999999999,7.10514,0.418760485687471,0.302405,7.11763,0.439315173051327,0.754010000000001,7.14311,0.483919159419088,0.497119999999999,7.151245,0.498838677895666,0.4618,7.169425,0.531364252106817,0.544554999999999,7.18228,0.552418351148433,0.545660000000002,7.185675,0.557556211943498,0.354724999999998,7.1964,0.573985617479033,0.424060000000001,7.21159,0.598239823650103,0.525804999999998,7.225755,0.620569906983604,0.344844999999999,7.23119,0.628768845906357,0.53668,7.23434333333333,0.63338289658091,0.280999999999999,7.26752,0.678162942606158,0.693380000000001,7.277705,0.691726120515757,0.433920000000001,7.28264,0.698244958107363,0.230049999999999,7.28658,0.703415386680913,0.397964999999999,7.33404666666667,0.761423503433258,0.292113333333301,7.354115,0.782228508348311,0.3124,7.37449666666667,0.800684560694091,0.292203333333301,7.397665,0.819014800837212,0.256019999999999,7.42189,0.835500957772844,0.115735000000001,7.436885,0.844490526864262,0.543295000000001,7.49486,0.872272606647958,0.496355000000001,7.54223,0.889326642499191,0.133475000000001,7.56971,0.895864659810797,0.369969999999999,7.66299666666667,0.889438406618072,0.217873333333301,7.73288,0.868845270705221,0.295829999999999,7.77609333333333,0.85546796278918,0.280193333333301,7.788735,0.852000284831232,0.405175,7.82753,0.840986961884587,0.331119999999999,7.87772,0.82037107805988,0.284275000000001,7.92852,0.794193436423541,0.211195,8.08946,0.705396096245485,0.230374999999999,8.09234,0.704059593733712,0.3734,8.11103,0.695844492535562,0.265409999999999,8.163585,0.672714843533865,0.304165000000001,8.19532,0.65763980634337,0.119804999999999,8.345815,0.576757468885292,0.372335,8.43646,0.522379898935985,0.247053333333302,8.592765,0.423310666500139,0.434550000000002,8.701115,0.35285555345148,0.0490299999999984,8.73213,0.331678648923698,0.169033333333299,8.82088,0.268291689339416,0.213789999999999,9.07780333333333,0.0690706427875747,0.273583333333299,9.142575,0.0170954467454827,0.310195,9.26629,-0.0817836070613359,0.342759999999998,9.349355,-0.148230032209913,0.161255000000001,9.433715,-0.217760239807703,0.216085,9.594585,-0.355088825744163,0.357855000000001,9.778725,-0.517655870026061,0.249575,9.807685,-0.543554140768829,0.114335000000001,9.94606333333333,-0.667871728934633,0.143546666666701,10.029895,-0.743953974854336,0.406565000000001,10.081465,-0.791377131071162,0.259709999999998,10.278255,-0.976342894401753,0.341080000000002,10.39164,-1.08552564961636,0.147584999999999,10.5457666666667,-1.2365976780396,0.281956666666701,10.60367,-1.29406059775298,0.406504999999999,10.65167,-1.34196384425924,0.401019999999999,10.802215,-1.49388946462558,0.307259999999999,10.9113333333333,-1.60576852923918,0.195650000000001,10.932345,-1.62749604601224,0.149789999999999,11.145105,-1.85117625529467,0.0596150000000009,"KevinDurant"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.14746,-1.0754737307787,-0.365320000000001,5.14919,-1.07583950539627,-0.241895,5.16604,-1.07924080900278,0.22269,5.171505,-1.08028224829018,-0.361429999999999,5.17674,-1.08125209947918,-0.281704999999999,5.20428,-1.08592009487614,0.256340000000002,5.20978,-1.08676572061366,0.258665000000001,5.21201,-1.08709967728502,-0.196639999999999,5.21452,-1.08746943234213,0.071159999999999,5.235275,-1.09027934592647,0.299299999999999,5.247955,-1.09178035629918,-0.240825000000001,5.258735,-1.09292904190674,-0.341370000000001,5.263915,-1.09343977428422,-0.185625000000002,5.267415,-1.09376978208669,-0.259879999999999,5.272255,-1.09420599877379,0.186789999999998,5.282345,-1.09503973437378,-0.188770000000002,5.321755,-1.09729746944971,0.299240000000001,5.35428333333333,-1.0979660846786,0.158886666666699,5.372605,-1.097876201944,-0.435385,5.401055,-1.09705406116685,-0.0948449999999994,5.4107,-1.09658362896474,-0.236149999999999,5.424165,-1.09576200668844,-0.280654999999999,5.43219,-1.09518011622339,-0.290154999999999,5.47709,-1.09079705677276,-0.392234999999999,5.580515,-1.07334182526135,-0.325745000000001,5.68311333333333,-1.04528995054204,0.288313333333299,5.70073,-1.03934440668089,0.409130000000001,5.79151333333333,-1.00322635373421,0.246089999999999,5.812595,-0.993469027136827,-0.457174999999999,5.876835,-0.959675997309992,-0.492165,5.998915,-0.880989297570027,-0.296965,6.014815,-0.869599542331341,0.211575,6.086275,-0.815910754889288,0.364509999999999,6.11718,-0.791639059859212,-0.336849999999998,6.22868,-0.695848270457209,-0.363565000000001,6.28975666666667,-0.633661859882768,0.144476666666701,6.36825,-0.547564919650241,-0.103784999999998,6.38602,-0.527620913430643,-0.320135000000001,6.39292,-0.519865117062642,-0.49494,6.52808666666667,-0.37245864865283,0.253123333333299,6.546285,-0.353043457742993,0.272385,6.618955,-0.263994128109929,-0.348234999999999,6.628735,-0.251238003386062,-0.29242,6.72938,-0.125249556932339,-0.22681,6.760705,-0.0925866490164036,-0.257950000000001,6.775355,-0.0786851955957461,0.179545000000001,6.79634,-0.0571224296508402,-0.19801,6.817545,-0.0340261334951103,0.212115000000001,6.87441,0.0252292671182139,-0.316915000000002,6.88194,0.0319174353519991,-0.172599999999999,6.891765,0.0399728034614493,0.290365000000001,6.92545,0.0669311543596276,0.245950000000001,6.96952666666667,0.102617825645555,0.125869999999999,6.984375,0.114169309321773,0.0937349999999988,7.00286,0.127879847033821,-0.136875,7.04557,0.155303909921838,-0.314720000000001,7.066475,0.1657866688238,0.176909999999999,7.095365,0.178076303709551,-0.150295,7.11282,0.184858919870182,-0.318470000000001,7.148295,0.196857775455439,0.0606049999999989,7.170325,0.202922260729471,-0.19162,7.20478,0.209933825134562,-0.190155000000001,7.238085,0.213421907206848,-0.330469999999998,7.25408,0.213688416538049,0.297989999999999,7.288805,0.211386272109944,-0.259989999999998,7.30787,0.208765231235875,-0.278894999999999,7.35281,0.20005123567462,-0.124759999999998,7.381205,0.193570652915814,0.299669999999999,7.39738,0.189253001206863,-0.639579999999999,7.43608,0.174922885071327,-0.00347000000000008,7.46137,0.163133881473322,-0.331544999999998,7.495055,0.14538799840317,-0.31157,7.57561,0.099655277396117,0.0278400000000012,7.596935,0.0880125882298624,0.232904999999999,7.65154,0.0530749209155794,-0.482569999999999,7.71162,0.00655320253091689,-0.182480000000002,7.80502,-0.0760294405234207,0.119814999999999,7.8125,-0.0829164302103408,-0.279605,7.966165,-0.219522667304728,0.201730000000001,8.03069,-0.273044553387126,-0.293890000000001,8.19994,-0.426561023183036,-0.26118,8.26965,-0.494067420015995,-0.261240000000001,8.42501,-0.650083508656058,-0.243449999999999,8.65924,-0.889465699402764,0.0690500000000007,8.74137,-0.971556353940998,-0.274909999999998,8.90702,-1.13663974709691,0.19988,9.00348,-1.23420452213125,-0.31401,9.23762,-1.47549007228867,-0.00623500000000021,9.45802,-1.70849610131243,-0.310455000000001,9.73096,-2.00513224337727,0.111129999999999,"KevinLove"
